date,country,confirmed,deaths,recovered
2020-2-24,Netherlands,0,0,0
2020-2-25,Netherlands,0,0,0
2020-2-26,Netherlands,0,0,0
2020-2-27,Netherlands,1,0,0
2020-2-28,Netherlands,1,0,0
2020-2-29,Netherlands,6,0,0
2020-3-1,Netherlands,10,0,0
2020-3-2,Netherlands,18,0,0
2020-3-3,Netherlands,24,0,0
2020-3-4,Netherlands,38,0,0
2020-3-5,Netherlands,82,0,0
2020-3-6,Netherlands,128,1,0
2020-3-7,Netherlands,188,1,0
2020-3-8,Netherlands,265,3,0
2020-3-9,Netherlands,321,3,0
2020-3-10,Netherlands,382,4,0
2020-3-11,Netherlands,503,5,0
2020-3-12,Netherlands,503,5,0
2020-3-13,Netherlands,806,10,0
2020-3-14,Netherlands,962,12,2
2020-3-15,Netherlands,1138,20,2
2020-3-16,Netherlands,1416,24,2
2020-3-17,Netherlands,1711,43,2
2020-3-18,Netherlands,2058,58,2
2020-3-19,Netherlands,2467,77,2
2020-3-20,Netherlands,3003,107,2
2020-3-21,Netherlands,3640,137,2
2020-3-22,Netherlands,4217,180,2
2020-3-23,Netherlands,4764,214,2
2020-3-24,Netherlands,5580,277,3
2020-3-25,Netherlands,6438,357,4
2020-3-26,Netherlands,7468,435,6
2020-1-22,Guinea,0,0,0
2020-1-23,Guinea,0,0,0
2020-1-24,Guinea,0,0,0
2020-1-25,Guinea,0,0,0
2020-1-26,Guinea,0,0,0
2020-1-27,Guinea,0,0,0
2020-1-28,Guinea,0,0,0
2020-1-29,Guinea,0,0,0
2020-1-30,Guinea,0,0,0
2020-1-31,Guinea,0,0,0
2020-2-1,Guinea,0,0,0
2020-2-2,Guinea,0,0,0
2020-2-3,Guinea,0,0,0
2020-2-4,Guinea,0,0,0
2020-2-5,Guinea,0,0,0
2020-2-6,Guinea,0,0,0
2020-2-7,Guinea,0,0,0
2020-2-8,Guinea,0,0,0
2020-2-9,Guinea,0,0,0
2020-2-10,Guinea,0,0,0
2020-2-11,Guinea,0,0,0
2020-2-12,Guinea,0,0,0
2020-2-13,Guinea,0,0,0
2020-2-14,Guinea,0,0,0
2020-2-15,Guinea,0,0,0
2020-2-16,Guinea,0,0,0
2020-2-17,Guinea,0,0,0
2020-2-18,Guinea,0,0,0
2020-2-19,Guinea,0,0,0
2020-2-20,Guinea,0,0,0
2020-2-21,Guinea,0,0,0
2020-2-22,Guinea,0,0,0
2020-2-23,Guinea,0,0,0
2020-2-24,Guinea,0,0,0
2020-2-25,Guinea,0,0,0
2020-2-26,Guinea,0,0,0
2020-2-27,Guinea,0,0,0
2020-2-28,Guinea,0,0,0
2020-2-29,Guinea,0,0,0
2020-3-1,Guinea,0,0,0
2020-3-2,Guinea,0,0,0
2020-3-3,Guinea,0,0,0
2020-3-4,Guinea,0,0,0
2020-3-5,Guinea,0,0,0
2020-3-6,Guinea,0,0,0
2020-3-7,Guinea,0,0,0
2020-3-8,Guinea,0,0,0
2020-3-9,Guinea,0,0,0
2020-3-10,Guinea,0,0,0
2020-3-11,Guinea,0,0,0
2020-3-12,Guinea,0,0,0
2020-3-13,Guinea,1,0,0
2020-3-14,Guinea,1,0,0
2020-3-15,Guinea,1,0,0
2020-3-16,Guinea,1,0,0
2020-3-17,Guinea,1,0,0
2020-3-18,Guinea,1,0,0
2020-3-19,Guinea,1,0,0
2020-3-20,Guinea,1,0,0
2020-3-21,Guinea,2,0,0
2020-3-22,Guinea,2,0,0
2020-3-23,Guinea,4,0,0
2020-3-24,Guinea,4,0,0
2020-3-25,Guinea,4,0,0
2020-3-26,Guinea,4,0,0
2020-1-22,Panama,0,0,0
2020-1-23,Panama,0,0,0
2020-1-24,Panama,0,0,0
2020-1-25,Panama,0,0,0
2020-1-26,Panama,0,0,0
2020-1-27,Panama,0,0,0
2020-1-28,Panama,0,0,0
2020-1-29,Panama,0,0,0
2020-1-30,Panama,0,0,0
2020-1-31,Panama,0,0,0
2020-2-1,Panama,0,0,0
2020-2-2,Panama,0,0,0
2020-2-3,Panama,0,0,0
2020-2-4,Panama,0,0,0
2020-2-5,Panama,0,0,0
2020-2-6,Panama,0,0,0
2020-2-7,Panama,0,0,0
2020-2-8,Panama,0,0,0
2020-2-9,Panama,0,0,0
2020-2-10,Panama,0,0,0
2020-2-11,Panama,0,0,0
2020-2-12,Panama,0,0,0
2020-2-13,Panama,0,0,0
2020-2-14,Panama,0,0,0
2020-2-15,Panama,0,0,0
2020-2-16,Panama,0,0,0
2020-2-17,Panama,0,0,0
2020-2-18,Panama,0,0,0
2020-2-19,Panama,0,0,0
2020-2-20,Panama,0,0,0
2020-2-21,Panama,0,0,0
2020-2-22,Panama,0,0,0
2020-2-23,Panama,0,0,0
2020-2-24,Panama,0,0,0
2020-2-25,Panama,0,0,0
2020-2-26,Panama,0,0,0
2020-2-27,Panama,0,0,0
2020-2-28,Panama,0,0,0
2020-2-29,Panama,0,0,0
2020-3-1,Panama,0,0,0
2020-3-2,Panama,0,0,0
2020-3-3,Panama,0,0,0
2020-3-4,Panama,0,0,0
2020-3-5,Panama,0,0,0
2020-3-6,Panama,0,0,0
2020-3-7,Panama,0,0,0
2020-3-8,Panama,0,0,0
2020-3-9,Panama,0,0,0
2020-3-10,Panama,1,0,0
2020-3-11,Panama,8,1,0
2020-3-12,Panama,11,1,0
2020-3-13,Panama,27,1,0
2020-3-14,Panama,36,1,0
2020-3-15,Panama,43,1,0
2020-3-16,Panama,55,1,0
2020-3-17,Panama,69,1,0
2020-3-18,Panama,86,1,0
2020-3-19,Panama,109,1,0
2020-3-20,Panama,137,1,0
2020-3-21,Panama,200,1,0
2020-3-22,Panama,313,3,0
2020-3-23,Panama,345,6,0
2020-3-24,Panama,345,6,1
2020-3-25,Panama,443,8,1
2020-3-26,Panama,558,8,2
2020-1-22,Guyana,0,0,0
2020-1-23,Guyana,0,0,0
2020-1-24,Guyana,0,0,0
2020-1-25,Guyana,0,0,0
2020-1-26,Guyana,0,0,0
2020-1-27,Guyana,0,0,0
2020-1-28,Guyana,0,0,0
2020-1-29,Guyana,0,0,0
2020-1-30,Guyana,0,0,0
2020-1-31,Guyana,0,0,0
2020-2-1,Guyana,0,0,0
2020-2-2,Guyana,0,0,0
2020-2-3,Guyana,0,0,0
2020-2-4,Guyana,0,0,0
2020-2-5,Guyana,0,0,0
2020-2-6,Guyana,0,0,0
2020-2-7,Guyana,0,0,0
2020-2-8,Guyana,0,0,0
2020-2-9,Guyana,0,0,0
2020-2-10,Guyana,0,0,0
2020-2-11,Guyana,0,0,0
2020-2-12,Guyana,0,0,0
2020-2-13,Guyana,0,0,0
2020-2-14,Guyana,0,0,0
2020-2-15,Guyana,0,0,0
2020-2-16,Guyana,0,0,0
2020-2-17,Guyana,0,0,0
2020-2-18,Guyana,0,0,0
2020-2-19,Guyana,0,0,0
2020-2-20,Guyana,0,0,0
2020-2-21,Guyana,0,0,0
2020-2-22,Guyana,0,0,0
2020-2-23,Guyana,0,0,0
2020-2-24,Guyana,0,0,0
2020-2-25,Guyana,0,0,0
2020-2-26,Guyana,0,0,0
2020-2-27,Guyana,0,0,0
2020-2-28,Guyana,0,0,0
2020-2-29,Guyana,0,0,0
2020-3-1,Guyana,0,0,0
2020-3-2,Guyana,0,0,0
2020-3-3,Guyana,0,0,0
2020-3-4,Guyana,0,0,0
2020-3-5,Guyana,0,0,0
2020-3-6,Guyana,0,0,0
2020-3-7,Guyana,0,0,0
2020-3-8,Guyana,0,0,0
2020-3-9,Guyana,0,0,0
2020-3-10,Guyana,0,0,0
2020-3-11,Guyana,0,0,0
2020-3-12,Guyana,1,1,0
2020-3-13,Guyana,1,1,0
2020-3-14,Guyana,1,1,0
2020-3-15,Guyana,4,1,0
2020-3-16,Guyana,4,1,0
2020-3-17,Guyana,7,1,0
2020-3-18,Guyana,7,1,0
2020-3-19,Guyana,7,1,0
2020-3-20,Guyana,7,1,0
2020-3-21,Guyana,7,1,0
2020-3-22,Guyana,19,1,0
2020-3-23,Guyana,20,1,0
2020-3-24,Guyana,5,1,0
2020-3-25,Guyana,5,1,0
2020-3-26,Guyana,5,1,0
2020-1-22,Costa Rica,0,0,0
2020-1-23,Costa Rica,0,0,0
2020-1-24,Costa Rica,0,0,0
2020-1-25,Costa Rica,0,0,0
2020-1-26,Costa Rica,0,0,0
2020-1-27,Costa Rica,0,0,0
2020-1-28,Costa Rica,0,0,0
2020-1-29,Costa Rica,0,0,0
2020-1-30,Costa Rica,0,0,0
2020-1-31,Costa Rica,0,0,0
2020-2-1,Costa Rica,0,0,0
2020-2-2,Costa Rica,0,0,0
2020-2-3,Costa Rica,0,0,0
2020-2-4,Costa Rica,0,0,0
2020-2-5,Costa Rica,0,0,0
2020-2-6,Costa Rica,0,0,0
2020-2-7,Costa Rica,0,0,0
2020-2-8,Costa Rica,0,0,0
2020-2-9,Costa Rica,0,0,0
2020-2-10,Costa Rica,0,0,0
2020-2-11,Costa Rica,0,0,0
2020-2-12,Costa Rica,0,0,0
2020-2-13,Costa Rica,0,0,0
2020-2-14,Costa Rica,0,0,0
2020-2-15,Costa Rica,0,0,0
2020-2-16,Costa Rica,0,0,0
2020-2-17,Costa Rica,0,0,0
2020-2-18,Costa Rica,0,0,0
2020-2-19,Costa Rica,0,0,0
2020-2-20,Costa Rica,0,0,0
2020-2-21,Costa Rica,0,0,0
2020-2-22,Costa Rica,0,0,0
2020-2-23,Costa Rica,0,0,0
2020-2-24,Costa Rica,0,0,0
2020-2-25,Costa Rica,0,0,0
2020-2-26,Costa Rica,0,0,0
2020-2-27,Costa Rica,0,0,0
2020-2-28,Costa Rica,0,0,0
2020-2-29,Costa Rica,0,0,0
2020-3-1,Costa Rica,0,0,0
2020-3-2,Costa Rica,0,0,0
2020-3-3,Costa Rica,0,0,0
2020-3-4,Costa Rica,0,0,0
2020-3-5,Costa Rica,0,0,0
2020-3-6,Costa Rica,1,0,0
2020-3-7,Costa Rica,1,0,0
2020-3-8,Costa Rica,5,0,0
2020-3-9,Costa Rica,9,0,0
2020-3-10,Costa Rica,9,0,0
2020-3-11,Costa Rica,13,0,0
2020-3-12,Costa Rica,22,0,0
2020-3-13,Costa Rica,23,0,0
2020-3-14,Costa Rica,26,0,0
2020-3-15,Costa Rica,27,0,0
2020-3-16,Costa Rica,35,0,0
2020-3-17,Costa Rica,41,0,0
2020-3-18,Costa Rica,50,0,0
2020-3-19,Costa Rica,69,1,0
2020-3-20,Costa Rica,89,1,0
2020-3-21,Costa Rica,117,2,2
2020-3-22,Costa Rica,134,2,2
2020-3-23,Costa Rica,158,2,2
2020-3-24,Costa Rica,177,2,2
2020-3-25,Costa Rica,201,2,2
2020-3-26,Costa Rica,231,2,2
2020-1-22,Luxembourg,0,0,0
2020-1-23,Luxembourg,0,0,0
2020-1-24,Luxembourg,0,0,0
2020-1-25,Luxembourg,0,0,0
2020-1-26,Luxembourg,0,0,0
2020-1-27,Luxembourg,0,0,0
2020-1-28,Luxembourg,0,0,0
2020-1-29,Luxembourg,0,0,0
2020-1-30,Luxembourg,0,0,0
2020-1-31,Luxembourg,0,0,0
2020-2-1,Luxembourg,0,0,0
2020-2-2,Luxembourg,0,0,0
2020-2-3,Luxembourg,0,0,0
2020-2-4,Luxembourg,0,0,0
2020-2-5,Luxembourg,0,0,0
2020-2-6,Luxembourg,0,0,0
2020-2-7,Luxembourg,0,0,0
2020-2-8,Luxembourg,0,0,0
2020-2-9,Luxembourg,0,0,0
2020-2-10,Luxembourg,0,0,0
2020-2-11,Luxembourg,0,0,0
2020-2-12,Luxembourg,0,0,0
2020-2-13,Luxembourg,0,0,0
2020-2-14,Luxembourg,0,0,0
2020-2-15,Luxembourg,0,0,0
2020-2-16,Luxembourg,0,0,0
2020-2-17,Luxembourg,0,0,0
2020-2-18,Luxembourg,0,0,0
2020-2-19,Luxembourg,0,0,0
2020-2-20,Luxembourg,0,0,0
2020-2-21,Luxembourg,0,0,0
2020-2-22,Luxembourg,0,0,0
2020-2-23,Luxembourg,0,0,0
2020-2-24,Luxembourg,0,0,0
2020-2-25,Luxembourg,0,0,0
2020-2-26,Luxembourg,0,0,0
2020-2-27,Luxembourg,0,0,0
2020-2-28,Luxembourg,0,0,0
2020-2-29,Luxembourg,1,0,0
2020-3-1,Luxembourg,1,0,0
2020-3-2,Luxembourg,1,0,0
2020-3-3,Luxembourg,1,0,0
2020-3-4,Luxembourg,1,0,0
2020-3-5,Luxembourg,1,0,0
2020-3-6,Luxembourg,2,0,0
2020-3-7,Luxembourg,2,0,0
2020-3-8,Luxembourg,3,0,0
2020-3-9,Luxembourg,3,0,0
2020-3-10,Luxembourg,5,0,0
2020-3-11,Luxembourg,7,0,0
2020-3-12,Luxembourg,19,0,0
2020-3-13,Luxembourg,34,0,0
2020-3-14,Luxembourg,51,1,0
2020-3-15,Luxembourg,59,1,0
2020-3-16,Luxembourg,77,1,0
2020-3-17,Luxembourg,140,1,0
2020-3-18,Luxembourg,203,2,0
2020-3-19,Luxembourg,335,4,0
2020-3-20,Luxembourg,484,4,0
2020-3-21,Luxembourg,670,8,0
2020-3-22,Luxembourg,798,8,6
2020-3-23,Luxembourg,875,8,6
2020-3-24,Luxembourg,1099,8,6
2020-3-25,Luxembourg,1333,8,6
2020-3-26,Luxembourg,1453,9,6
2020-1-22,Bahamas,0,0,0
2020-1-23,Bahamas,0,0,0
2020-1-24,Bahamas,0,0,0
2020-1-25,Bahamas,0,0,0
2020-1-26,Bahamas,0,0,0
2020-1-27,Bahamas,0,0,0
2020-1-28,Bahamas,0,0,0
2020-1-29,Bahamas,0,0,0
2020-1-30,Bahamas,0,0,0
2020-1-31,Bahamas,0,0,0
2020-2-1,Bahamas,0,0,0
2020-2-2,Bahamas,0,0,0
2020-2-3,Bahamas,0,0,0
2020-2-4,Bahamas,0,0,0
2020-2-5,Bahamas,0,0,0
2020-2-6,Bahamas,0,0,0
2020-2-7,Bahamas,0,0,0
2020-2-8,Bahamas,0,0,0
2020-2-9,Bahamas,0,0,0
2020-2-10,Bahamas,0,0,0
2020-2-11,Bahamas,0,0,0
2020-2-12,Bahamas,0,0,0
2020-2-13,Bahamas,0,0,0
2020-2-14,Bahamas,0,0,0
2020-2-15,Bahamas,0,0,0
2020-2-16,Bahamas,0,0,0
2020-2-17,Bahamas,0,0,0
2020-2-18,Bahamas,0,0,0
2020-2-19,Bahamas,0,0,0
2020-2-20,Bahamas,0,0,0
2020-2-21,Bahamas,0,0,0
2020-2-22,Bahamas,0,0,0
2020-2-23,Bahamas,0,0,0
2020-2-24,Bahamas,0,0,0
2020-2-25,Bahamas,0,0,0
2020-2-26,Bahamas,0,0,0
2020-2-27,Bahamas,0,0,0
2020-2-28,Bahamas,0,0,0
2020-2-29,Bahamas,0,0,0
2020-3-1,Bahamas,0,0,0
2020-3-2,Bahamas,0,0,0
2020-3-3,Bahamas,0,0,0
2020-3-4,Bahamas,0,0,0
2020-3-5,Bahamas,0,0,0
2020-3-6,Bahamas,0,0,0
2020-3-7,Bahamas,0,0,0
2020-3-8,Bahamas,0,0,0
2020-3-9,Bahamas,0,0,0
2020-3-10,Bahamas,0,0,0
2020-3-11,Bahamas,0,0,0
2020-3-12,Bahamas,0,0,0
2020-3-13,Bahamas,0,0,0
2020-3-14,Bahamas,0,0,0
2020-3-15,Bahamas,0,0,0
2020-3-16,Bahamas,1,0,0
2020-3-17,Bahamas,1,0,0
2020-3-18,Bahamas,1,0,0
2020-3-19,Bahamas,3,0,0
2020-3-20,Bahamas,3,0,0
2020-3-21,Bahamas,4,0,0
2020-3-22,Bahamas,4,0,0
2020-3-23,Bahamas,4,0,0
2020-3-24,Bahamas,5,0,1
2020-3-25,Bahamas,5,0,1
2020-3-26,Bahamas,9,0,1
2020-1-22,Ireland,0,0,0
2020-1-23,Ireland,0,0,0
2020-1-24,Ireland,0,0,0
2020-1-25,Ireland,0,0,0
2020-1-26,Ireland,0,0,0
2020-1-27,Ireland,0,0,0
2020-1-28,Ireland,0,0,0
2020-1-29,Ireland,0,0,0
2020-1-30,Ireland,0,0,0
2020-1-31,Ireland,0,0,0
2020-2-1,Ireland,0,0,0
2020-2-2,Ireland,0,0,0
2020-2-3,Ireland,0,0,0
2020-2-4,Ireland,0,0,0
2020-2-5,Ireland,0,0,0
2020-2-6,Ireland,0,0,0
2020-2-7,Ireland,0,0,0
2020-2-8,Ireland,0,0,0
2020-2-9,Ireland,0,0,0
2020-2-10,Ireland,0,0,0
2020-2-11,Ireland,0,0,0
2020-2-12,Ireland,0,0,0
2020-2-13,Ireland,0,0,0
2020-2-14,Ireland,0,0,0
2020-2-15,Ireland,0,0,0
2020-2-16,Ireland,0,0,0
2020-2-17,Ireland,0,0,0
2020-2-18,Ireland,0,0,0
2020-2-19,Ireland,0,0,0
2020-2-20,Ireland,0,0,0
2020-2-21,Ireland,0,0,0
2020-2-22,Ireland,0,0,0
2020-2-23,Ireland,0,0,0
2020-2-24,Ireland,0,0,0
2020-2-25,Ireland,0,0,0
2020-2-26,Ireland,0,0,0
2020-2-27,Ireland,0,0,0
2020-2-28,Ireland,0,0,0
2020-2-29,Ireland,1,0,0
2020-3-1,Ireland,1,0,0
2020-3-2,Ireland,1,0,0
2020-3-3,Ireland,2,0,0
2020-3-4,Ireland,6,0,0
2020-3-5,Ireland,6,0,0
2020-3-6,Ireland,18,0,0
2020-3-7,Ireland,18,0,0
2020-3-8,Ireland,19,0,0
2020-3-9,Ireland,21,0,0
2020-3-10,Ireland,34,0,0
2020-3-11,Ireland,43,1,0
2020-3-12,Ireland,43,1,0
2020-3-13,Ireland,90,1,0
2020-3-14,Ireland,129,2,0
2020-3-15,Ireland,129,2,0
2020-3-16,Ireland,169,2,0
2020-3-17,Ireland,223,2,5
2020-3-18,Ireland,292,2,5
2020-3-19,Ireland,557,3,5
2020-3-20,Ireland,683,3,5
2020-3-21,Ireland,785,3,5
2020-3-22,Ireland,906,4,5
2020-3-23,Ireland,1125,6,5
2020-3-24,Ireland,1329,7,5
2020-3-25,Ireland,1564,9,5
2020-3-26,Ireland,1819,19,5
2020-1-22,Nigeria,0,0,0
2020-1-23,Nigeria,0,0,0
2020-1-24,Nigeria,0,0,0
2020-1-25,Nigeria,0,0,0
2020-1-26,Nigeria,0,0,0
2020-1-27,Nigeria,0,0,0
2020-1-28,Nigeria,0,0,0
2020-1-29,Nigeria,0,0,0
2020-1-30,Nigeria,0,0,0
2020-1-31,Nigeria,0,0,0
2020-2-1,Nigeria,0,0,0
2020-2-2,Nigeria,0,0,0
2020-2-3,Nigeria,0,0,0
2020-2-4,Nigeria,0,0,0
2020-2-5,Nigeria,0,0,0
2020-2-6,Nigeria,0,0,0
2020-2-7,Nigeria,0,0,0
2020-2-8,Nigeria,0,0,0
2020-2-9,Nigeria,0,0,0
2020-2-10,Nigeria,0,0,0
2020-2-11,Nigeria,0,0,0
2020-2-12,Nigeria,0,0,0
2020-2-13,Nigeria,0,0,0
2020-2-14,Nigeria,0,0,0
2020-2-15,Nigeria,0,0,0
2020-2-16,Nigeria,0,0,0
2020-2-17,Nigeria,0,0,0
2020-2-18,Nigeria,0,0,0
2020-2-19,Nigeria,0,0,0
2020-2-20,Nigeria,0,0,0
2020-2-21,Nigeria,0,0,0
2020-2-22,Nigeria,0,0,0
2020-2-23,Nigeria,0,0,0
2020-2-24,Nigeria,0,0,0
2020-2-25,Nigeria,0,0,0
2020-2-26,Nigeria,0,0,0
2020-2-27,Nigeria,0,0,0
2020-2-28,Nigeria,1,0,0
2020-2-29,Nigeria,1,0,0
2020-3-1,Nigeria,1,0,0
2020-3-2,Nigeria,1,0,0
2020-3-3,Nigeria,1,0,0
2020-3-4,Nigeria,1,0,0
2020-3-5,Nigeria,1,0,0
2020-3-6,Nigeria,1,0,0
2020-3-7,Nigeria,1,0,0
2020-3-8,Nigeria,1,0,0
2020-3-9,Nigeria,2,0,0
2020-3-10,Nigeria,2,0,0
2020-3-11,Nigeria,2,0,0
2020-3-12,Nigeria,2,0,0
2020-3-13,Nigeria,2,0,0
2020-3-14,Nigeria,2,0,0
2020-3-15,Nigeria,2,0,0
2020-3-16,Nigeria,2,0,0
2020-3-17,Nigeria,3,0,0
2020-3-18,Nigeria,8,0,1
2020-3-19,Nigeria,8,0,1
2020-3-20,Nigeria,12,0,1
2020-3-21,Nigeria,22,0,1
2020-3-22,Nigeria,30,0,2
2020-3-23,Nigeria,40,1,2
2020-3-24,Nigeria,44,1,2
2020-3-25,Nigeria,51,1,2
2020-3-26,Nigeria,65,1,2
2020-1-22,Ecuador,0,0,0
2020-1-23,Ecuador,0,0,0
2020-1-24,Ecuador,0,0,0
2020-1-25,Ecuador,0,0,0
2020-1-26,Ecuador,0,0,0
2020-1-27,Ecuador,0,0,0
2020-1-28,Ecuador,0,0,0
2020-1-29,Ecuador,0,0,0
2020-1-30,Ecuador,0,0,0
2020-1-31,Ecuador,0,0,0
2020-2-1,Ecuador,0,0,0
2020-2-2,Ecuador,0,0,0
2020-2-3,Ecuador,0,0,0
2020-2-4,Ecuador,0,0,0
2020-2-5,Ecuador,0,0,0
2020-2-6,Ecuador,0,0,0
2020-2-7,Ecuador,0,0,0
2020-2-8,Ecuador,0,0,0
2020-2-9,Ecuador,0,0,0
2020-2-10,Ecuador,0,0,0
2020-2-11,Ecuador,0,0,0
2020-2-12,Ecuador,0,0,0
2020-2-13,Ecuador,0,0,0
2020-2-14,Ecuador,0,0,0
2020-2-15,Ecuador,0,0,0
2020-2-16,Ecuador,0,0,0
2020-2-17,Ecuador,0,0,0
2020-2-18,Ecuador,0,0,0
2020-2-19,Ecuador,0,0,0
2020-2-20,Ecuador,0,0,0
2020-2-21,Ecuador,0,0,0
2020-2-22,Ecuador,0,0,0
2020-2-23,Ecuador,0,0,0
2020-2-24,Ecuador,0,0,0
2020-2-25,Ecuador,0,0,0
2020-2-26,Ecuador,0,0,0
2020-2-27,Ecuador,0,0,0
2020-2-28,Ecuador,0,0,0
2020-2-29,Ecuador,0,0,0
2020-3-1,Ecuador,6,0,0
2020-3-2,Ecuador,6,0,0
2020-3-3,Ecuador,7,0,0
2020-3-4,Ecuador,10,0,0
2020-3-5,Ecuador,13,0,0
2020-3-6,Ecuador,13,0,0
2020-3-7,Ecuador,13,0,0
2020-3-8,Ecuador,14,0,0
2020-3-9,Ecuador,15,0,0
2020-3-10,Ecuador,15,0,0
2020-3-11,Ecuador,17,0,0
2020-3-12,Ecuador,17,0,0
2020-3-13,Ecuador,17,0,0
2020-3-14,Ecuador,28,2,0
2020-3-15,Ecuador,28,2,0
2020-3-16,Ecuador,37,2,0
2020-3-17,Ecuador,58,2,0
2020-3-18,Ecuador,111,2,0
2020-3-19,Ecuador,199,3,0
2020-3-20,Ecuador,367,5,0
2020-3-21,Ecuador,506,7,3
2020-3-22,Ecuador,789,14,3
2020-3-23,Ecuador,981,18,3
2020-3-24,Ecuador,1082,27,3
2020-3-25,Ecuador,1173,28,3
2020-3-26,Ecuador,1403,34,3
2020-1-22,Brunei,0,0,0
2020-1-23,Brunei,0,0,0
2020-1-24,Brunei,0,0,0
2020-1-25,Brunei,0,0,0
2020-1-26,Brunei,0,0,0
2020-1-27,Brunei,0,0,0
2020-1-28,Brunei,0,0,0
2020-1-29,Brunei,0,0,0
2020-1-30,Brunei,0,0,0
2020-1-31,Brunei,0,0,0
2020-2-1,Brunei,0,0,0
2020-2-2,Brunei,0,0,0
2020-2-3,Brunei,0,0,0
2020-2-4,Brunei,0,0,0
2020-2-5,Brunei,0,0,0
2020-2-6,Brunei,0,0,0
2020-2-7,Brunei,0,0,0
2020-2-8,Brunei,0,0,0
2020-2-9,Brunei,0,0,0
2020-2-10,Brunei,0,0,0
2020-2-11,Brunei,0,0,0
2020-2-12,Brunei,0,0,0
2020-2-13,Brunei,0,0,0
2020-2-14,Brunei,0,0,0
2020-2-15,Brunei,0,0,0
2020-2-16,Brunei,0,0,0
2020-2-17,Brunei,0,0,0
2020-2-18,Brunei,0,0,0
2020-2-19,Brunei,0,0,0
2020-2-20,Brunei,0,0,0
2020-2-21,Brunei,0,0,0
2020-2-22,Brunei,0,0,0
2020-2-23,Brunei,0,0,0
2020-2-24,Brunei,0,0,0
2020-2-25,Brunei,0,0,0
2020-2-26,Brunei,0,0,0
2020-2-27,Brunei,0,0,0
2020-2-28,Brunei,0,0,0
2020-2-29,Brunei,0,0,0
2020-3-1,Brunei,0,0,0
2020-3-2,Brunei,0,0,0
2020-3-3,Brunei,0,0,0
2020-3-4,Brunei,0,0,0
2020-3-5,Brunei,0,0,0
2020-3-6,Brunei,0,0,0
2020-3-7,Brunei,0,0,0
2020-3-8,Brunei,0,0,0
2020-3-9,Brunei,1,0,0
2020-3-10,Brunei,1,0,0
2020-3-11,Brunei,11,0,0
2020-3-12,Brunei,11,0,0
2020-3-13,Brunei,37,0,0
2020-3-14,Brunei,40,0,0
2020-3-15,Brunei,50,0,0
2020-3-16,Brunei,54,0,0
2020-3-17,Brunei,56,0,0
2020-3-18,Brunei,68,0,0
2020-3-19,Brunei,75,0,0
2020-3-20,Brunei,78,0,1
2020-3-21,Brunei,83,0,2
2020-3-22,Brunei,88,0,2
2020-3-23,Brunei,91,0,2
2020-3-24,Brunei,104,0,2
2020-3-25,Brunei,109,0,2
2020-3-26,Brunei,114,0,5
2020-1-22,Australia,0,0,0
2020-1-23,Australia,0,0,0
2020-1-24,Australia,0,0,0
2020-1-25,Australia,0,0,0
2020-1-26,Australia,4,0,0
2020-1-27,Australia,5,0,0
2020-1-28,Australia,5,0,0
2020-1-29,Australia,6,0,0
2020-1-30,Australia,9,0,2
2020-1-31,Australia,9,0,2
2020-2-1,Australia,12,0,2
2020-2-2,Australia,12,0,2
2020-2-3,Australia,12,0,2
2020-2-4,Australia,13,0,2
2020-2-5,Australia,13,0,2
2020-2-6,Australia,14,0,2
2020-2-7,Australia,15,0,2
2020-2-8,Australia,15,0,2
2020-2-9,Australia,15,0,2
2020-2-10,Australia,15,0,2
2020-2-11,Australia,15,0,2
2020-2-12,Australia,15,0,2
2020-2-13,Australia,15,0,8
2020-2-14,Australia,15,0,8
2020-2-15,Australia,15,0,8
2020-2-16,Australia,15,0,8
2020-2-17,Australia,15,0,10
2020-2-18,Australia,15,0,10
2020-2-19,Australia,15,0,10
2020-2-20,Australia,15,0,10
2020-2-21,Australia,15,0,11
2020-2-22,Australia,15,0,11
2020-2-23,Australia,15,0,11
2020-2-24,Australia,15,0,11
2020-2-25,Australia,15,0,11
2020-2-26,Australia,15,0,11
2020-2-27,Australia,15,0,11
2020-2-28,Australia,15,0,11
2020-2-29,Australia,25,0,11
2020-3-1,Australia,27,1,11
2020-3-2,Australia,30,1,11
2020-3-3,Australia,39,1,11
2020-3-4,Australia,52,2,11
2020-3-5,Australia,55,2,21
2020-3-6,Australia,60,2,21
2020-3-7,Australia,63,2,21
2020-3-8,Australia,76,3,21
2020-3-9,Australia,91,3,21
2020-3-10,Australia,107,3,21
2020-3-11,Australia,128,3,21
2020-3-12,Australia,128,3,21
2020-3-13,Australia,200,3,23
2020-3-14,Australia,250,3,23
2020-3-15,Australia,297,3,23
2020-3-16,Australia,377,3,23
2020-3-17,Australia,452,5,23
2020-3-18,Australia,568,6,23
2020-3-19,Australia,681,6,26
2020-3-20,Australia,791,7,26
2020-3-21,Australia,1071,7,26
2020-3-22,Australia,1549,7,88
2020-3-23,Australia,1682,7,88
2020-3-24,Australia,2044,8,115
2020-3-25,Australia,2364,8,119
2020-3-26,Australia,2810,13,172
2020-1-22,Iran,0,0,0
2020-1-23,Iran,0,0,0
2020-1-24,Iran,0,0,0
2020-1-25,Iran,0,0,0
2020-1-26,Iran,0,0,0
2020-1-27,Iran,0,0,0
2020-1-28,Iran,0,0,0
2020-1-29,Iran,0,0,0
